Title,Review,Rating Score
Bingeworthy fun- point is missed by many.,"Vinerika your comment about Jane Austin is ignorant & ridiculous. She didn't write this, Julia Quinn did!
It's a refreshing modern take on a period drama , mixing purposely black & white people for effect which works really well.
This is easily a 7-8 out of 10 it's well acted by ALL , good romance , good story, intriguing and quite raunchy in places.
I enjoyed it so bloody there!",7
Does anyone remember fun?,"My goodness, so many horrible, angry reviews. Yes, the show can be a bit over-the-top and frivolous but it's also charming, light and FUN! Does anyone remember fun? Must every show be edgy, gritty and dark? Bridgerton is much like an enjoyable summer read. It is escapism at its best and most enjoyable when it is most needed and still touches on life, love and family moments we have all been through. I suggest that if you do not have a sense of humor, as so many seem to have lost, this show is not for you. Try Peaky Blinders, perhaps.",10
Not deserving of all the hate!,This alternative history-series is a treat for anyone who likes to get pulled into a good and inspiring story. The acting is exquisitely good. I especially liked Nicola Coughlan's and Claudia Jessie's performances. All characters are really brought to life quite well and their character arches are well-developed! I highly recommend diving into this alternative dimension.,7
The Challenge Here is Upon the Viewer,"I have seen the first episode, and while it did present a few false notes, overall, it was quite good. Indeed, I think the false notes were likely due almost purely to my own limitations regarding race. The series challenges viewers to disabuse themselves of the modern meaning of race, and become absorbed with the interior lives of the characters. It is not like Hamilton, which merely presses modern urban culture upon the American Revolutionary Era. Bridgerton leaves the feel of the Regency Era intact, but simply invites viewers to throw away the shackles of race and enjoy the drama. Skin colour here becomes as meaningless as hair and eye colour.If you find yourself cringing, consider looking inward rather than condemning the series. I discovered that when I assumed the insignificance of race, as the series does, I began to see mere humans with dark skin negotiating relationships with brown-eyed or light-skinned humans, and humans with blond or dark hair. Once I went out of my way to assault and then kill the meaning of race, a new and marvelously fresh experience emerged.",9
Delightful,"Entertaining love story. Well written and acted with visually excellent sets and costumes. Those wigs! Delicious, delightful, emotional and sometimes funny. Very enjoyable.",6
Finally A historical romance series in all its passionate glory!,"Finally we have a historical romance series which doesn't shy away from showing steamy and passionate scenes. This adaptation of Julia Quinn's acclaimed Bridgerton books is so much more than I had hoped it would be. The colours, the costumes, the music, the set design is vibrant and fairy tale like. This has drama, romance, gossip and well written characters that a romance lover will surely enjoy. Can't wait for S2.",9
It's not terrible but definitely not that great either,"At first it looked intriguing but I was forced to skip many scenes cause it got cringeworthy at some point. However, it's not terrible, you can watch it if you're bored and looking to kill some time.",7
Froth,Frothy American soap fantasy with curious cultural misappropriations - I got through half of episode one before deciding life was too short and precious.,1
Great fun,"I binged it one sitting. I loved how the characters interacted with each other, I loved the costumes, and I thought Daphne and her Simon had a great on screen chemistry.",9
The Plot - Will they or won't they make it,"I have now watched this two times in less than a week. The characters, the story, and the actors make the series. Rege-Jean is superb as Simon and his chemistry with Daphne is exquisite. You pine for them to find their was back to each other. You want them to win at love. I couldn't wait for the next season so I'm reading the second book for now. You won't be disappointed.",10
Confusion,I appreciate the concept but as s period piece it took too long to understand it wasn't. Sorry.,
I would prefer period music,I don't have a problem with the cast diversity (Hamilton?) I wish they would have used the music of that period as it would have introduced music that many of the viewers have not heard before instead of bad arrangements of mediocre popular songs. I just watched the first episode. It's OK. The acting seems forced and not really believable but the costuming and sets are pleasant to look at. The plot is somewhat intriguing and the fact that Julie Andrews is the narrator will probably keep me watching this.,6
Lovely!,Definitely worth watching. Great actors and actions. Love it!,10
Lol,"Kind of like a mashup of Gossip Girl + Pride and Prejudice with some of the trashiness of Fifty Shades. Also follows the formula of girl meets perfect boy with a Problem, girl wants to fix Problem. In this case, it's girl desperately and *forcibly* fixes the Problem.I couldn't get into it the first time I tried, but gave it a go again after my brain was fried from doing taxes. Ended up enjoying it mostly because of the actors' great chemistry. Also, the Duke (Page) is some serious eye candy and god knows I'm thirsty after almost a year of this dang pandemic. Yippee!",7
Fantasy period piece with color,"I have always enjoyed period pieces, but wouldn't it be fun to see one with black people in lead roles? For me, the answer is ""Yes!"" and Bridgerton delivers on that fantasy.Not to be taken too seriously, the series is fun, sexy, and entertaining. It offers eye candy with over-the-top wardrobe and wigs. In a time when things are challenging and there is quite a bit of negativity on TV, it's nice to have a fun and colorful escape.",9
Highly Entertaining,"It may lack a certain BBC finesse for the purists (even aside from the ""rule-breaking"" sex scenes) yet is very watchable all the same, has a valuable take on race & love vs. responsibility plus is funny. The acting, costumes, characters, writing & sets are all above par, so if you're looking for an entertaining period drama, this is it!",7
Fun to watch,The show got very bad reviews but it was actually smooth and fun to watch.,9
Secondary Characters Carried the Series,"I've never read the books, but I was really enjoying the series as a whole until Daphne basically rapes Simon in episode 6 and the remaining episodes obviously have to deal with the fallout. I've since found out that something similar happens in the books, so it's accurate to the text, but it really turned me off from the rest of their arc in the series. I'd be interested in watching another season of the show, but primarily for the secondary characters in this season. I was immediately intrigued by Eloise Bridgerton, Benedict Bridgerton, Colin Bridgerton, and Penelope Featherington and, following episode 6, these characters, along with the sibling relationships and friendships between these characters, really carried the series for me.",7
neither minimally historically accurate nor even good,"This is very BAD AND UNREAL the miscast cast spoils any historical immersionthe plot the writing is as deep as a tea saucer, the acting is hammy, the cinematography is cheapjust another netflix trsh.",1
Absolutely fantastic,"Absolutely fantastic show, for lovers of the books and the new finders through the Netflix series. Julia Quinn's fantastic and well loved Bridgerton series was wonderfully turned to film by the people at Shondaland and gave it a new light. The brothers and sisters of the Bridgerton family tell their stories in a steamy way, and you get to see them in a new light. Best thing that's come out this year!",10
"Great series, story similar to the book, good actors. I loved","The series is good, the actors are good and the story was not the same as the book but it remained similar. I saw all the episodes in one day. It is a romance, a fiction, it does not need to be faithful to the history of the time, it can be represented by actors of all colors. Simon is perfect, Lady Danbury too, they are by the way very similar to their personalities books.",10
Love Story,"Enjoyable Fluff to cheer you up in these troubled times! It is reminiscent of Jane Austin, it probably isn't historically accurate, but it it is easy to watch, it is funny in parts, it is gloriously romantic, the main characters are very easy on the eye and I have watched it several times! In the interest of forming a considered opinion! I have read the first few books & the story on screen is mainly true to the authors original.
Next season please. We need more Anthony and Benedict in our lives",
I liked Season 1 but Season 2 is better,"Just binge watched season 2 and it was really ok, but the plot with Lord Featherington was just boring. Eloise & Penelope were ok,
But they should develop Benedict's plot better I also thought it was kinda boring
I liked Kate and Anthony's story, he is very delightful to watch, and their chemistry was very good.",7
PERFECTION,"The show is perfect
The caracters, the cast, every things was made for us with so much care and atention
I loved It
Can't wait for the next season",10
Easy to laugh at also really cringe,"When I started this show I thought would be kind of funny to laugh at because I didn't think it would be very good, and I was bored. So, I tried it, it was all right I kind of enjoyed it but it's really kind of meh. There isn't much character development the most character development I saw was from one of the Bridgerton brothers Anthony. Overall the show itself is pretty cringy to watch. On a more positive note it can be fun sometimes. It's not the worst show I've ever seen but it's also not the best. It really reminded me of a Harlequin romance book. If you don't enjoy shows with a lot of drama and romance you are not gonna enjoy this. There's also a lot of nudity that I think is a little unnecessary but overall, not bad, not great either.",7
Incredible costumes!,"Love this show! So captivating and entertaining but above all else, the costumes are simply out of this world! The whole show is such a feast for the eyes.",10
Jane Austen meets Fifty Shades of Grey meets Gossip Girl,"A fantastic cast, wonderful costumes and production design, a lovely score, narrated by Julie Andrews, lots of romance and very steamy sex scenes. Can't wait for future seasons.",7
10 Stars for Excellence and BIPOC Representation,"What a marvelous show! My copies of the Bridgerton series are but remnants of the pristine books I picked up nearly a decade ago. I applaud how very well done the show is so far and I hope it continues this way or better. As an Asian American actress, it gives me hope to see that Hollywood is choosing more BIPOC talent for such roles.It's time for change. Change is progressive.",10
Anachronistic dialogue.,"I see there are many comments on how liberties have been taken with the depiction of life in those times, as well as criticisms of the quality of the dialogue, but what offended me was the Americanised script. One example: the use of ""momentarily"" instead of ""in a moment"". That is not British usage.I was surprised too to see Simon by the bedside while Daphne was giving birth. That certainly would not have occurred in those days.",6
not even close to the work of jane austen,"In addition to the miscast cast that is honestly so unrealistic, the series doesn't follow the book even in minimal details The series doesn't follow the books on basically ANYTHING it's just another netflix bait, nothing new under the sun and acting is terrible!",1
"The diversity, the music...","So disappointing to see all of these bad reviews. Full disclosure, I have never read the books, but I can understand that some people may get attached to their personal idea of a character. However, I (and perhaps anyone else who has an imagination and loves when modern touches are added to periodic tv shows/movies - ie: The Knight's Tale) absolutely love it. The chemistry between Simon and Daphne is untouchable. Their storyline is heartfelt and lovely. I love all the characters, although some of their storylines are a tad bit boring but I imagine they will get better as the show continues.
I urge anyone with an open mind (and heart) to give this stunning show a chance.",10
Very Baz Lurhmann-esque. Pleasantly surprised!,"I think the intensity of the negative reviews comes from viewers who had read the book. As is typical for book loyalists, regardless of which adaptation, they are simply incapable of a fair review. IMO.
Likewise, Pride and Prejudice/Downton Abbey fans are going to be hard on this show. This series was never meant to be historically accurate. It was meant to be hyperbole.
I'm a big fan of Baz Luhrmann's style, and this reminded me so much of his movies. It's a cross between his Romeo and Juliet, or Moulin Rouge, and perhaps Sofia Coppola's Marie Antionette.
Simon is perfectly cast, and his intensity and commanding presence set the bar high for the rest. Eloise is a close second. She almost steals the show.
Ignore the naysayers, and give it a chance!",9
Pride and Prejudice,"I am a HUGE fan of the 1985 version of Pride and Prejudice. So I went into this with a bit of trepidation.Look past the diversity of colours when it comes to the actors and ignore them and you have a show that very well done. We should all look past the colour of skin anyway, the world would be a better place if everyone did, so there is a lesson in the casting of this show right there.Putting all that aside the show is very well done, so much so that I binge watched it in one setting, not once but twice. The third time I took a more leisurely pace with my other half.Pride and Prejudice it is not, but it is close enough that I will be watching it many more times in the future and look forward to another season.An easy 8/10 and well worth multiple viewings.",
I hope I had known it is based on those soft-cover novels for women...,"After Downton Abbey and The Tudors I think I just expected too much. Until the end I was waiting for something complicated and meaningful. No way. It is based on a series of soft-cover books for women (which I, being myself a woman, can read from time to time), and gives only that - a romantic story, with the simplest plot and very predictable storyline. Not bad, but the wows around it seem for sure exaggerated.
I can hardly guess what caused all the excited reviews. Yes, it is beautifully shot, yes, the actors are pleasant to watch at, yes, different nationalities are represented just like in everyday life, but nothing more than that.
I can only thank the authors that they made it only 8 episodes long, where they could make 28 episodes of this soap opera easily. 8 episodes is an advantage.
I think it is better to watch Bridgertons without reading all the excited reviews before that, and then it can be a light and entertaining pastime. However, I would not want to watch it again.",7
Amazing,"I just loved it
Exactly what was needed during lockdown
Ignore the negative comments and binge watch it like the other 60mil+ viewers did",10
Splendid,"Brilliant costume, sets, scriptwriting and acting. Could do without the 'skin colour' speech in episode 4, I'd come to terms with it not being historically accurate in the first 20 minutes - I didn't need an explanation. The splendour is just lovely and I really enjoyed immersing myself in this series. A good series about love and responsibility.",7
Gossip Girl meets Emma,"So in love with this show! Great acting, characters, costumes, and spicy scenes. And the music is the perfect touch to this steamy faux-historical drama.I especially love the diversity among the characters and the rewriting of how history could have been.",10
Unexpectedly ok and watchable,"Seems that there are alot of bad reviews regarding historical accuracy of the show. Once you get over the character's skin color and see them as a human being (which we should do) there is a romantic series here. The show is not a historical piece. Its a romantic story. There is something for everyone here, as it is in every production these days to attract maximum viewership. There is white, black, brown, Asian, straight, gay, femenist, masculine, skinny, fat, family, friendship and every thing in between. Don't be offended, think of it as a parallel universe. The other complain in the reviews is that its not true to the books. Guess what, I didn't know the books existed untill I came here and read the reviews. I see the series as a stand alone work. I have never read a romantic novel and probably never will. However, I enjoyed this series. It is romantic love story which brought tears to my eyes more than once. It is extremely simple and straightforward. Its colorful. There is not much mystery. Its just simple romantic dialog. Unfortunately, the series loses momentum in the last two episodes of the series and does not finish as strong as it starts. Its watchable if your are not too picky and willing to just enjoy rather than look for production flaws.",7
representation,"Thank you for so much representation, on top of the main characters",10
Great Potential,Great potential if the two main characters would both get off screen for five minutes.Everyone else on the show has a seemingly more interesting story arch waiting to be told.,7
Season 2 was subpar,"It's like they switched out the entire Production team team from season one. The script was different, directing was different, acting was different, which mean casting was different, production was different. And not different as much as sucked, uninspiring and uninteresting. If not for having watched season one and loved it, I won't have bothered past ep 3 of season 2. As it is I missed at least one ep and several scenes from falling asleep but I have zero curiosity to go back and figure out what happened.The two new leads casted were just blah. I was quite disappointed bc I was rooting for them. Yet I don't blame them. I don't know if they weren't right for the roles and were mis-casted or they were right and misdirected. It was simply too obvious the problem
wasn't theirs. For example one of the new leads had a wig that clearly didn't fit her the entire show. They couldn't even get a decent wig or a hair stylist to make the wig look real? What a shame.There were some scenes that I'm sitting on my heels like wtf is happening, this is something at which a director should've yelled ""CUT"" and filmed until reasonable, such as when Kate fell from the horse. She was lying unmoving, presumably bc she was knocked unconscious, and not that she couldn't get up.If she was conscious, she would be moving, attempting get up. If she's physically unable to, the effort to get up would still persist but will appear as slight vague
movements. And her eyes would be open, Right?But she won't be moving at all if she was unconscious. Then someone tell me why but she had a grimace on her face as a reaction to the falling rain. An unconscious person conscious enough to KNOW it's raining. As the actor she won't know she was doing that, bc it's a reflex, something the body does without thinking. The director should've been the one to KNOW she was doing it and it doesn't fit into the scene then coached her to relax her face. Just one of many scenes that seemed to get worse over time.Oh the lines, we're straight up like blah, uninteresting and unbefitting of that period. You can just tell when then say line. It just won't land.Waste of time.",4
Brilliant! Addictive. You'll binge watch this in one day,Great casting. It's P&P meets Gossip Girl if the Bennett's were rich and had a baseball team of kids.I loved watching every minute of this and watched it in one sitting. The plot intrigues you immediately; episodes packed a lot of story in 1hr. It's another Shonda hit! Hope there's a season 2!!!,10
The hateration in this dancery!!!,"To all the people who are writing reviews based on the races and nationalities of the actors...you realize that this show is fiction, yeah?",9
Beautiful set and costume designs,"The costume and set designs were really beautiful. It's a perfect feel-good, easy-watch series to end the year with. Some plots were kinda predictable, but didn't make the show any less enjoyable. Living for the diversity of the cast and you could tell they had fun shooting this series.",
"Loved first season, dissapointed 2nd","I loved season 1. I watched it twice! But the second season was difficult to watch. Embarrassing. The first season was new, romantic and refreshing, but now it dreaded on and and on with drama on drama and miscommunication. It felt fake, I didn't believe the love between Kate and Anthony, everything felt fake. With this season I lost my love for the series, it was a short one apparently. A shame, I really loved season 1. Season 1: decor/ costumes 10, overall feeling 10, acting 7-8, storyline 8, originality 9, ending 9. Season 2: decor/ costumes 10, overall feeling 4, acting 6-7, storyline 5, originality 6, ending 6.",7
Delicious,Not my genre but enjoyed every minute of this show. I'm off to read the other books now. Sappy romantic passionate. As per usual the book readers are here with their pitchforks.,10
Frivolity in the Midst of World War,"As I recently watched the new Emma. I was struck that Jane Austen was writing in the midst of a terrible World War in which England was straining all its efforts (well, obviously these empty-headed twits weren't exerting any effort at all) to defeat Napoleon and his French legions. Hundreds of thousands were dying while these folks fretted about good matches and profitable marriages. In Braidgerton you see a few Court uniforms and one absent soldier is referenced, but this show looks much more like antebellum Versailles than a country just entering the Industrial Revolution. Pointless fun, not unlike Alicia Silverstone in ""Clueless."" Only here in the midst of COVID. Does this show make you forget all that? Did you even realize the historical connection? If you want empty calories and empty careless people, and Downton Abbey is too ""real world,"" enjoy.",6
Shondaland NAILED IT,"The show is amazing, and embodied the soul os the books and characters!
The casting was AMAZING, the soundtrack classic yet modern, the scenery delightful!",10
One time watch.,It's good drama romance emotional combination. One time watch drama with romance emotional... family dramatic condition.,7
Heads above ALL!!!,I have literally just finished the whole of the new Netflix TV show release called Bridgerton!! It is HEADS ABOVE ALL!Outstanding Season. Each episode stands on its own! Brilliant!My favourite Netflix show ever!!!,10
Wrong music,In episode 4 the Second Waltz is played by the musicians. This waltz was composed by Shostakovich in 1938!!!,6
The low rating are ridiculous.,"I read the reviews of the low ratings and the very thing the people are complaining about is what makes ""Bridgerton"" entertaining and refreshing. We have seen Downtown Abbey and The Tudors ten times over. OMG! I can't believe so many people just don't get it. I can't believe that so many people are so uptight. ""Bridgerton was not intended to be accurate with culture and diversity of people, etc., etc., etc,. It's TV. Y'all need to go PBS or the History channel if your looking an account of history.",10
If you are a fan of the books...,"You should be a fan of the series. Beautiful and so clever. I still don't love Daphne but that may because of Simon! :D Casting is perfection, the story is going in all the right places. Someone who is a true fan of the books will appreciate this series. It's gorgeous. Thank you creators for the bees. I'm just in awe!",10
Not watched it yet!,"I watched the trailer & was taken aback with black people being portrayed in the way they are. I understood it to be an historical drama, in the Downton Abbey style. Having read reviews I realise this is not the case, & I can now accept the casting. But it does bother me that reviewers of 'The Gilded Age' complained it was not historically accurate. Surely that is a double standard. It's fine to flaunt history in one programme & not another. Please understand, as I do, this is television, stories, not the History Channel. I will watch this & hope to enjoy the spectacle.",
Hmmm,"The music is so well done, the clothing, and the diversity of people. But I'm a little bored! Just get on with the love story and give us what we want. Maybe I'm just impatient, but that's the only reason I'm sticking it out until the end. Halfway through and I'm ready for the ending!",6
"Yes and more, please!!","I loved the whole of color and scandal that the Bridgerton series created!!! I loved the thoughtfulness that was shown in including a cast of multiple races!! After the positive novelty of a diverse cast seeped in, I fell into the world that was created!!
I can't wait until season 2!!! 😍",10
It's no Jane Austen...,"I love watching costume dramas and literary adaptations, especially at Christmas. The period in which this is set is my favourite, being a long-standing fan of Jane Austen, but this is very different. That said, I love the costumes and sets and the insight into Regency society.
I know a lot of people have issues with the casting of POC, and I know it isn't necessarily historically accurate but people need to get over themselves and just enjoy it for what it is. The Duke is as handsome a leading man as any other literary hero, and it shouldn't matter what colour his skin is.
I haven't read the books so I don't know how accurate it is but it's entertaining enough. As a friend and fellow costume drama fan put it: 'any costume drama is better than none at all'.",6
Whimsical,"Such an easy watch
The costumes are amazing
The acting is interesting in parts... Hastings is simply delightful",10
Enjoyable guilty pleasure,"This series seems like a mix of Gossip Girl, Downton Abbey and a little bit of Pride and Prejudice. It does however lack the production value of Downton Abbey and the Script of Pride and Prejudice. That being said, it is an enjoyable watch and binge worthy. The actors and actresses are decent enough and the story - if not new - rather compelling.
It started out more or less innocent and became rather hot later in the season, which I truly didn't expect but felt quite new to this genre which made it a nice surprise. The series is very 21st century like. So don't expect a story, characters, costumes and the society to be all that accurate. It seems they wanted to do a more fictional, new take on this era and if it isn't sold as an historically correct show, I see no problem in that.
All in all it is worth a watch if you're looking for a light romance series. Don't expect too much from it, then I think you'll find yourself enjoying this guilty pleasure series.",6
So flipping good,I didn't read the book nor do I enjoy period dramas but DAMN this was good!!! The chemistry between them is soo damn palpable. Also the costumes are so wonderful and I just love the casting. A wonderfully fun romance.,10
If you don't look for historical facts it is good,"Even though it is not based on the historical facts. I liked it. It is like an alternate universe. Everybody in the reviews gave bad rating because of that historical problem. We all can agree that it is not the best show ever but it is not worth of 1/10 rating too. I personally didn't liked it at first but after if you accept the fact the show is pretty good. I love shows and film do that era so it attracted me more. I liked the acting and the script was not perfect but bearable. If you don't have any motives to watch this show, I'll give you one: Regé Page. I liked this show very much and thanks to him it was even better.",7
Whoever adapted the books for Netflix is tragically devoid of any wit whatsoever.,"I was a fan of the novels. Julia Quinn is renowned for her quick-witted banter & her character - Lady Danbury - is an especially beloved old curmudgeon who infamously delivers the most rapier-like burns. Whoever adapted the books for Netflix is tragically devoid of any wit whatsoever. The writing is awful and so very unfaithful to the novels or even actual history that it is extremely difficult to immerse oneself in this travesty of a universe Shonda Rhimes has created. Terrible screenplay and woke-like revisions of history aside (I say this as a woman of color, FYI), some of the actors were absolutely dreadful. The amount of overacting we were subjected to by certain characters almost made it seem like they were playing caricatures of Quinn's originals. Abominable.",3
Best Netflix Series,"These reviews are mixed.... But I loved the show!As a viewer, you can really tell how much effort is put into the production (hair, makeup, costumes, etc), but there is much more than that.It is so interesting to watch a show that is so different from everything else on tv right now. The acting is amazing and the show captures what life could have been like with no racism.After binge watching both seasons, I can say this is one of my favourite netflix series.I will continue to watch this show for as long as they will renew it.",9
Sexy Fairytale,"Sorry Jason Momoa you just got demoted to number two hero fantasy guy and replaced by Rege-Jean Page. This series is perfectly cast! Unless Simon is actually in love with Daphne in real life this is some pretty good damn acting because when was the last time a man looked at you like that and made your heart skip a beat.Fairytales in our society are and always have been for girls and this is a grown up version for women. I personally liked that I got to see a lot more of Simon's body than Daphne's thank you Shonda appreciate you. I have no idea what Simon was licking off of that spoon, but...wait what was I talking about?Okay, I had to take a moment now I'm back for the review.I actually wanted to give this review eight stars but I had to counter all of those ridiculous one stars that are on this website. I took away two points for the quasi- rape scene because that was not cool. Daphne that was a big no no and no Bueno.However, the costumes and the sets are amazing. People can suspend their disbelief for all kinds of historically inaccurate drivel in all types of genres that warn they're based on inspired events. There's an interracial cast, so what? It's sumptuous, it's beautiful it's wonderful to watch and a good time! It's what movies are meant to be...entertaining!! it has nothing to do with the realities of 1813 only with the imagination of people in 2020 and that's a good thing. Everything in the world we have started in someone's imagination. And I personally want an all inclusive future...And a world where Aquaman and Simon are both married to me. Just kidding honey you know you're the only man for me - -when I'm awake 😊",10
Cliche story but with HOT cast!,"I'm not gonna lie, the storyline of Bridgerton is very predictable. About man who don't want to have a lover but end-up marrying a woman and madly in love with her. But I do enjoy myself watching this show. Beside the storyline, the historical theme of this show is pretty interesting. Some people said the costumes are historically mess but for me it's fancy though.The things that I love from this show: 1) The cast. They're hot! They choose the right actor for Simon Basset; 2) The relationship of Bridgerton family especially Benedict and Eloise. I'm a person who always put family first over everything, so I adore them so much. Even though Anthony is kinda annoying. 3) Their accents are beautiful.If you love easy-cheesy romance, I recommend you to watch this show. This show is not that bad.",7
Season 2,Season 2 was truly amazing. Chemistry between Kate and Anthony was bonkers!!!! The enemies to lovers trope was beautifully executed. Such an amazing season. So much better then the 1 thanks to Kate's & Anthony's actors.,10
"Embrassing, Cringe, Doesn't make sense",This series is just boring. And the storyline doesn't make sense.,6
Dream away,"To start: I did not read the books the story is based on. I read some disappointed reviewers. I can't say anything other than: I totally loved the series! The story is very interesting and keeps you wanting to see more. It reminds me of young adult genre, with a touch of ""gossip girl meets stiff english stories"" and that combination worked superb for me!
The way the characters are being unfolded, the costumes, the acting, the setting.I am so hoping for more seasons of this great story! Please Netflix!",10
Quite entertaining,"Although the essence of the book is there, there are some changes in the story as expected. and despite I don't say this often, thank god for those changes because otherwise It would have been a very dull tv show.If you like regent romances and you're looking for something light, not too serious and in a way funny to watch, just give it a go and you won't regret it!The only ""bad"" thing I have to say is, the show failed to capture the humor of the 3 older Bridgertons brothers. In the book, Anthony, Benedict and specially Colin are always teasing each other, their mother or sisters, they have a mixed sense of irony and humor that I didn't see in the series!",7
"Not a documentary, and thats great",I really support the choice for a more diverse cast. Fiction is a door another worlds that mind can create.I,10
Terrible but a guilty pleasure,"If you want a period drama like the Jane Austin adaptations, turn around and try again. This will not be it. It will be not be another BBC Pride and Prejudice. There is cleary confusion on what time period this is set in by the makers of this series.
Leaving all historical inaccuracies aside (and there are a fair few), this show comes with lots of bad but some good. The writing is relatively poor, it has its moments where it is ok, but sometimes it is very cringey. The acting isn't so bad, it has quite a few well known names in it so I'd expect the acting to be relatively decent. Although at times some of the acting is painful and cringey. The story is OK, however I feel it was extremely rushed. For example, the marriage should have been at the end of the series. The unveiling of Lady Whistedown was also very rushed. Speaking of which, I'd like to see how they explain this one because that seems highly implausible.
The good now. The acting is decent as mentioned. This has nothing to do with the show but the lead actress has such a beautiful face. The clothing, whilst sometimes inaccurate for the historical period I think they're aiming for, is most of the time quite beautiful.
And whilst it has all these flaws, it is binge worthy and has made me want to keep watching. You want to see where the story goes (although it is painfully obvious where the main story of Dalphne and the Duke is going). So if you want a guilty pleasure series and you won't get too upset about historical inaccuracies, then you'll enjoy this. Just don't watch it with your parents, you'll know why within the first 15-20 minutes of the first episode.",7
No redeeming features,"The entire thing is just so ill-conceived. No wonder Netflix is going down the tubes.I love fiction, I love creativity. But this fiction is actually so UNCREATIVE.Firstly, why re-use this historical period if you're going to walk all over it without thinking of any good reasons for it? Yes I'm talking about the wrong casting, music, costumes etc but please read on.It's as stupid as a World-War 2 movie where all the Nazis are Jewish and Australian women, or a Civil War drama where half the slaves are Asian and Norwegian. There's simply no good reason for this other than ""we wanted to hire these actors and don't care about any truths"".On top of this the entire story being about the top selfish 1% of society being totally obsessed about their inbred genetics (as they actually were) just makes it all even more stupid. It's not even a STORY worth amplifying in this day and age.Now if you DO start out wanting to hire diverse actors, which I applaud, then make up powerful new stories that respect all the cultures of earth and empower them. Choose scripts that are clever, funny, entertaining by all means, but let's ACTUALLY help people be better. Random hiring practices into crap stories are not the way.",1
"Love it, binge watched all!",I love everything about it. As far as live stories go it's got everything you need. Truly an easy watch!,10
Wonderful,Love this series. Im actually rationing the episodes to prolong the experience.,10
Surprisingly addicting,"As the year 2020 came to an end, Netflix released the first season a new series, ""Bridgerton"" that tackles the social issues of the unheard voices in its unique way.Bridgerton could easily be mistaken as a romantic comedy for family at first judging from the lighthearted tones and the style of story telling. However, it comes with many rated scenes and heavy dramas through out the show. The show takes place in Mayfair, London in the year 1813. With the cliche-driven plot, the story starts off by introducing the season of marriage where each family must present their daughters to the queen to be chosen as the ""Diamond of the First Water"". The Bridgerton, a family known for their good looking genes, also sends their daughter, Daphne Bridgerton. Undoubtedly, she gets chosen as the most flawless and wanted of the season. The town full of gossips that relies on the writing of Lady Whistledown, the anonymous writer that has the whole town shaken with each secret she reveals, has to fear her as she holds their faith in her hands, including Bridgerton's.The show can get you hooked in no time with the dramatic plot and fast paced story telling, but it's not for everyone. Many may find it cringe-worthy from its cliche plot and soapy drama, but it's worth a try. Another aspect of the show that is new to us is having a diverse cast with more people of colours being royalties unlike in other western period pieces. One of my favourite things about it is the music that is mixed between classical instrumental and modern days pop melodies. It gives the audience an experience of how hearing our favourite songs in the ball room would feel like. I would say it's definitely a binge-worthy show with only 7 episodes, ending with no extreme cliff-hanger and a good feeling of closure.",7
"Naysayers, get over yourselves!","I am currently on my 3rd viewing of the series. Yes, unlike many, I HAVE actually waited until watching the ENTIRE season before commenting. I am loving it!While I was initially unsure about the diversity, as a student of history & a lover of the Bridgerton books & historical romance as a genre, once the explanation was included into the story I found that it became irrelevant. People, please remember this is an ADAPTION of a fictional story, it is NOT, and does not claim to be, an attempt at an historically accurate documentary about Regency English nobility & gentry social interactions.One thing that it grating terribly for me is the insistence of some commenters on classifying the servant roles as slaves. Even in the 'holy land' (no, I am not American, yes, that was sarcasm) of the United States, slaves were not everywhere & were not the only people serving in households.Please Netflix continue through the entire series of books, I look forward to many more seasons of Bridgerton viewing!",10
Entertaining but pointless,The dresses and the surroundings in general are very interesting. It takes you to another century. The story is entertaining but I felt like there was missing something. When I finished it seemed a bit pointless. And the last sequence when Daphne gave birth to her child is absolutely out of context. They skipped to much. That was a bit sad.,6
Loved it,"Ohhhh I loved the show and I hope it will be season 2!
Well done all actors!!! The costumens and performance was great! I enjoy every minut of the show.
Easy to watch and understand, no killing people, war and all that...
thank you Shonda !
Greetings from Sweden",10
For those who love cheesy rom coms,"Honestly i don't understand all the bad reviews. I binge watched this series and found it very easy to watch. Yes it is cheesy and cliche but that's what makes it good. If you're looking for depth, reality and meaning this isn't for you. After watching this i am looking forward to reading the books. I loved the costumes, setting and music. The only thing i found unnecessary probably was how horny Simon and Daphne were all the time.",7
Very enjoyable,"I enjoyed everything: the script (I was reading the book at the same time), the acting, the costumes, the acting, the music, the decor. I don't understand the bad reviews. I have family and friends watching and loving it.
I must admit I am re watching some episodes again. Starting book 2 and looking forward for season 2.",9
Awful,Watched all of it to see what the fuss was about. Would not recommend to anyone.,6
Dandy dreadlocks,"I was able to cope with the ethnic angle of characters, but the directing is terrible, for example, the cardboard promenade scenes by the river are filmed as though the director has just shouted, ""and action!"" there is some awful acting and truly the worst editing I've ever seen.",2
Phenomenal,"I was hooked within the first 5 minutes. This show is the epitome of slow burn romance. But with so many character arcs and portrayals within. It is clear the main focus is of Daphne and Simon but the side plots of Eloise's search for Whistledown, Anthony's affair with Siena, the whole debacle with Marina's pregnancy, etc... There is so much going on but it is all orchestrated in a eye catching way. I binge watched the whole season in a night but then further watched it to just fully bask in how wonderful it is. I made an account just to state how highly I think of the show. The one and only fault I found was the dressing for the era it is staged. But I am not a history buff therefore it was a minimal effect to me.LOVED LOVED LOVED it. Waiting on season two.",9
